id_discente,codigo,timestamp
999008,QXD0110_APROVADO,2020-06-01
999009,Iniciou,2019-01-01
999009,QXD0005,2019-02-01
999009,QXD0103,2019-02-01
999009,QXD0001,2019-02-01
999009,QXD0108,2019-02-01
999009,QXD0056,2019-02-01
999009,QXD0109,2019-02-01
999009,QXD0005_REPROVADO,2019-06-01
999009,QXD0103_REPROVADO,2019-06-01
999009,QXD0001_REPROVADO,2019-06-01
999009,QXD0108_APROVADO,2019-06-01
999009,QXD0056_APROVADO,2019-06-01
999009,QXD0109_REPROVADO,2019-06-01
999009,QXD0001,2019-08-01
999009,QXD0008,2019-08-01
999009,QXD0109,2019-08-01
999009,QXD0021,2019-08-01
999009,QXD0001_APROVADO,2019-12-01
999009,QXD0008_REPROVADO,2019-12-01
999009,QXD0109_REPFALTA,2019-12-01
999009,QXD0021_REPFALTA,2019-12-01
999009,QXD0010,2020-02-01
999009,QXD0114,2020-02-01
999009,QXD0007,2020-02-01
999009,QXD0010_REPFALTA,2020-06-01
999009,QXD0114_REPROVADO,2020-06-01
999009,QXD0007_REPFALTA,2020-06-01
999009,QXD0005,2022-02-01
999009,QXD0103,2022-02-01
999009,QXD0008,2022-02-01
999009,QXD0005_APROVADO,2022-06-01
999009,QXD0103_REPROVADO,2022-06-01
999009,QXD0008_APROVADO,2022-06-01
999009,QXD0116,2022-08-01
999009,QXD0029,2022-08-01
999009,QXD0010,2022-08-01
999009,QXD0017,2022-08-01
999009,QXD0007,2022-08-01
999009,QXD0116_APROVADO,2022-12-01
999009,QXD0029_APROVADO,2022-12-01
999009,QXD0010_APROVADO,2022-12-01
999009,QXD0017_APROVADO,2022-12-01
999009,QXD0007_APROVADO,2022-12-01
999009,QXD0119,2023-02-01
999009,QXD0020,2023-02-01
999009,QXD0040,2023-02-01
999009,QXD0120,2023-02-01
999009,QXD0012,2023-02-01
999009,QXD0041,2023-02-01
999009,QXD0119_TRANCADO,2023-06-01
999009,QXD0020_APROVADO,2023-06-01
999009,QXD0040_APROVADO,2023-06-01
999009,QXD0120_TRANCADO,2023-06-01
999009,QXD0012_APROVADO,2023-06-01
999009,QXD0041_REPROVADO,2023-06-01
999009,QXD0019,2023-08-01
999009,QXD0011,2023-08-01
999009,QXD0037,2023-08-01
999009,QXD0041,2023-08-01
999009,QXD0021,2023-08-01
999009,QXD0046,2023-08-01
999009,QXD0019_REPFALTA,2023-12-01
999009,QXD0011_APROVADO,2023-12-01
999009,QXD0037_REPROVADO,2023-12-01
999009,QXD0041_APROVADO,2023-12-01
999009,QXD0021_APROVADO,2023-12-01
999009,QXD0046_APROVADO,2023-12-01
999010,Iniciou,2023-01-01
999010,QXD0005,2023-02-01
999010,QXD0103,2023-02-01
999010,QXD0001,2023-02-01
999010,QXD0108,2023-02-01
999010,QXD0056,2023-02-01
999010,QXD0109,2023-02-01
999010,QXD0005_APROVADO,2023-06-01
999010,QXD0103_APROVADO,2023-06-01
999010,QXD0001_REPROVADO,2023-06-01
999010,QXD0108_APROVADO,2023-06-01
999010,QXD0056_REPROVADO,2023-06-01
999010,QXD0109_APROVADO,2023-06-01
999010,QXD0006,2023-08-01
999010,QXD0001,2023-08-01
999010,QXD0056,2023-08-01
999010,QXD0013,2023-08-01
999010,QXD0006_TRANCADO,2023-12-01
999010,QXD0001_APROVADO,2023-12-01
999010,QXD0056_REPROVADO,2023-12-01
999010,QXD0013_APROVADO,2023-12-01
999011,Iniciou,2014-01-01
999011,QXD0005,2014-02-01
999011,QXD0103,2014-02-01
999011,QXD0001,2014-02-01
999011,QXD0108,2014-02-01
999011,QXD0056,2014-02-01
999011,QXD0109,2014-02-01
999011,QXD0005_REPROVADO,2014-06-01
999011,QXD0103_APROVADO,2014-06-01
999011,QXD0001_REPROVADO,2014-06-01
999011,QXD0108_APROVADO,2014-06-01
999011,QXD0056_APROVADO,2014-06-01
999011,QXD0109_REPROVADO,2014-06-01
999011,QXD0005,2014-08-01
999011,QXD0029,2014-08-01
999011,QXD0001,2014-08-01
999011,QXD0038,2014-08-01
999011,QXD0008,2014-08-01
999011,QXD0109,2014-08-01
999011,QXD0005_REPROVADO,2014-12-01
999011,QXD0029_APROVADO,2014-12-01
999011,QXD0001_APROVADO,2014-12-01
999011,QXD0038_APROVADO,2014-12-01
999011,QXD0008_REPROVADO,2014-12-01
999011,QXD0109_REPROVADO,2014-12-01
999011,QXD0010,2015-02-01
999011,QXD0012,2015-02-01
999011,QXD0114,2015-02-01
999011,QXD0007,2015-02-01
999011,QXD0021,2015-02-01
999011,QXD0010_TRANCADO,2015-06-01
999011,QXD0012_TRANCADO,2015-06-01
999011,QXD0114_TRANCADO,2015-06-01
999011,QXD0007_REPFALTA,2015-06-01
999011,QXD0021_TRANCADO,2015-06-01
999011,QXD0012,2015-08-01
999011,QXD0012_REPROVADO,2015-12-01
999011,QXD0007,2016-02-01
999011,QXD0007_REPFALTA,2016-06-01
999012,Iniciou,2022-01-01
999012,QXD0005,2022-02-01
999012,QXD0103,2022-02-01
999012,QXD0001,2022-02-01
999012,QXD0108,2022-02-01
999012,QXD0056,2022-02-01
999012,QXD0109,2022-02-01
999012,QXD0005_APROVADO,2022-06-01
999012,QXD0103_APROVADO,2022-06-01
999012,QXD0001_APROVADO,2022-06-01
999012,QXD0108_APROVADO,2022-06-01
999012,QXD0056_APROVADO,2022-06-01
999012,QXD0109_APROVADO,2022-06-01
999012,QXD0006,2022-08-01
999012,QXD0010,2022-08-01
999012,QXD0008,2022-08-01
999012,QXD0007,2022-08-01
999012,QXD0013,2022-08-01
999012,QXD0006_APROVADO,2022-12-01
999012,QXD0010_REPROVADO,2022-12-01
999012,QXD0008_APROVADO,2022-12-01
999012,QXD0007_APROVADO,2022-12-01
999012,QXD0013_APROVADO,2022-12-01
999012,QXD0010,2023-02-01
999012,QXD0040,2023-02-01
999012,QXD0017,2023-02-01
999012,QXD0012,2023-02-01
999012,QXD0114,2023-02-01
999012,QXD0010_APROVADO,2023-06-01
999012,QXD0040_APROVADO,2023-06-01
999012,QXD0017_APROVADO,2023-06-01
999012,QXD0012_APROVADO,2023-06-01
999012,QXD0114_APROVADO,2023-06-01
999012,QXD0116,2023-08-01
999012,QXD0014,2023-08-01
999012,QXD0011,2023-08-01
999012,QXD0016,2023-08-01
999012,QXD0041,2023-08-01
